date,departments,daily_visits,daily_admissions,admission_rate,patient_days,daily_discharge,wait_time,daily_revenue,ctf_daily,daily_profit,ctp_daily,beds_in_use,total_beds,occupancy_rate,daily_readmission,readmission_rate,bed_turnover,employee_count,employee_resign,employee_turnover,equip_count,equip_use,staff_patient_ratio,refer_reason
2024-03-02,emergency,54,54,1.0,97,3,21,9133.0,18.0,9115.0,19,9,75,0.12,0,0.16,0.7,66,1,0.02,28,0.6,1:3,Prenatal
2024-03-03,internal_med,71,0,0.0,59,20,8,1289.0,2.0,1287.0,20,34,34,1.0,4,0.11,0.0,106,1,0.01,14,1.0,1:1,Imaging
2024-03-04,surgery,194,10,0.05,85,31,53,4214.0,19.0,4195.0,16,22,63,0.35,3,0.02,0.2,81,4,0.05,13,0.7,1:1,Breathing Disorders
2024-03-05,pediatric,143,12,0.08,55,5,8,19392.0,16.0,19376.0,19,25,42,0.6,2,0.16,0.3,48,0,0.0,26,0.7,1:4,Nervous System
2024-03-06,obgyn,37,0,0.0,55,24,55,8452.0,2.0,8450.0,17,27,45,0.6,1,0.19,0.0,41,2,0.05,19,0.7,1:3,Pre/Post Surgery
2024-03-07,cardio,37,0,0.0,135,23,29,3931.0,6.0,3925.0,14,23,23,1.0,4,0.01,0.0,84,2,0.02,21,0.6,1:2,Breathing Disorders
2024-03-08,orthopedic,117,22,0.19,26,8,37,15531.0,16.0,15515.0,18,44,74,0.59,2,0.08,0.3,48,1,0.02,14,0.9,1:3,Cancer
2024-03-09,neurology,53,25,0.47,75,24,18,18508.0,4.0,18504.0,8,14,63,0.22,4,0.1,0.4,67,1,0.01,16,0.7,1:2,Elective Procedure
2024-03-10,oncology,93,0,0.0,113,20,28,6312.0,2.0,6310.0,4,56,61,0.92,3,0.03,0.0,24,4,0.17,53,0.8,1:4,Imaging
2024-03-11,radiology,39,0,0.0,14,12,15,17839.0,9.0,17830.0,4,12,12,1.0,4,0.17,0.0,120,3,0.02,32,0.6,1:2,Child Health
2024-03-12,pathology,199,0,0.0,132,12,29,12773.0,13.0,12760.0,18,50,50,1.0,4,0.06,0.0,90,0,0.0,11,0.9,1:4,Accident
2024-03-13,anesthesiology,84,0,0.0,134,13,32,15909.0,13.0,15896.0,4,9,15,0.6,4,0.16,0.0,85,3,0.04,39,0.9,1:3,Lab Tests
2024-03-14,icu,137,0,0.0,121,34,11,18119.0,14.0,18105.0,10,34,34,1.0,0,0.13,0.0,91,3,0.03,58,0.6,1:3,Prenatal
2024-03-15,psychiatry,101,0,0.0,25,22,53,19549.0,2.0,19547.0,9,22,22,1.0,2,0.12,0.0,44,1,0.02,54,0.8,1:2,Child Health
2024-03-16,physical_therapy,199,0,0.0,90,17,40,11781.0,7.0,11774.0,3,17,17,1.0,3,0.04,0.0,79,1,0.01,46,0.9,1:3,Rehabilitation
2024-03-17,resp_therapy,138,0,0.0,100,24,14,16466.0,9.0,16457.0,6,30,30,1.0,1,0.04,0.0,59,1,0.02,14,0.8,1:2,Cardiac Issues
2024-03-18,nutrition_diet,130,5,0.04,144,9,53,10548.0,5.0,10543.0,13,63,77,0.82,3,0.01,0.1,26,3,0.12,29,0.8,1:3,Cardiac Issues
2024-03-19,pharmacy,36,0,0.0,145,23,40,4986.0,6.0,4980.0,22,34,34,1.0,3,0.05,0.0,65,0,0.0,35,0.8,1:1,Critical Care
2024-03-20,laboratory,199,58,0.29,81,13,35,12584.0,8.0,12576.0,9,6,77,0.08,0,0.07,0.8,105,1,0.01,53,0.5,1:2,Imaging
2024-03-21,infection_control,130,0,0.0,105,32,23,19114.0,5.0,19109.0,20,54,54,1.0,0,0.17,0.0,40,2,0.05,53,0.8,1:4,Cardiac Issues
2024-03-22,medical_records,125,0,0.0,120,15,22,4418.0,5.0,4413.0,6,64,69,0.93,4,0.07,0.0,20,0,0.0,48,0.7,1:1,Elective Procedure
2024-03-23,admin,12,0,0.0,91,21,53,1510.0,16.0,1494.0,19,21,21,1.0,3,0.15,0.0,142,2,0.01,15,0.7,1:4,Mental Health
2024-03-24,security,112,2,0.02,47,5,10,1953.0,6.0,1947.0,13,34,41,0.83,2,0.09,0.0,144,0,0.0,38,0.9,1:3,Rehabilitation
2024-03-25,emergency,164,0,0.0,63,22,32,1032.0,10.0,1022.0,13,15,22,0.68,0,0.16,0.0,52,1,0.02,19,0.5,1:1,Joint Issues
2024-03-26,internal_med,146,0,0.0,85,16,11,2131.0,3.0,2128.0,22,40,40,1.0,0,0.2,0.0,23,4,0.17,25,0.6,1:3,Elective Procedure
2024-03-27,surgery,71,0,0.0,24,10,42,14994.0,8.0,14986.0,13,29,29,1.0,2,0.05,0.0,22,1,0.05,43,0.6,1:2,Cardiac Issues
2024-03-28,pediatric,174,0,0.0,125,24,16,17179.0,18.0,17161.0,17,27,27,1.0,0,0.17,0.0,110,3,0.03,40,0.5,1:4,Critical Care
2024-03-29,obgyn,60,0,0.0,18,18,45,17177.0,17.0,17160.0,16,65,69,0.94,2,0.12,0.0,71,3,0.04,45,0.6,1:3,Critical Care
2024-03-30,cardio,181,0,0.0,17,18,54,17959.0,18.0,17941.0,19,58,72,0.81,1,0.16,0.0,47,0,0.0,50,1.0,1:4,Mental Health
2024-03-31,orthopedic,161,0,0.0,119,7,38,10811.0,3.0,10808.0,4,15,15,1.0,2,0.13,0.0,89,3,0.03,14,0.6,1:4,Rehabilitation
2024-04-01,neurology,68,0,0.0,60,4,29,8010.0,12.0,7998.0,20,41,41,1.0,1,0.08,0.0,76,1,0.01,42,0.8,1:3,Imaging
2024-04-02,oncology,127,0,0.0,40,26,21,8185.0,3.0,8182.0,18,38,52,0.73,4,0.05,0.0,127,2,0.02,52,0.6,1:2,Breathing Disorders
2024-04-03,radiology,169,0,0.0,111,5,57,19042.0,2.0,19040.0,14,11,11,1.0,4,0.01,0.0,43,1,0.02,28,0.8,1:4,Accident
2024-04-04,pathology,105,0,0.0,12,16,37,10001.0,3.0,9998.0,12,56,69,0.81,0,0.11,0.0,96,0,0.0,41,1.0,1:3,Rehabilitation
2024-04-05,anesthesiology,189,0,0.0,108,32,27,4322.0,10.0,4312.0,18,5,32,0.16,2,0.2,0.0,95,3,0.03,32,0.6,1:2,Mental Health
2024-04-06,icu,122,0,0.0,92,26,13,14332.0,3.0,14329.0,5,40,40,1.0,0,0.15,0.0,88,2,0.02,12,0.9,1:3,Rehabilitation
2024-04-07,psychiatry,71,0,0.0,52,14,10,16818.0,16.0,16802.0,10,14,14,1.0,2,0.07,0.0,120,4,0.03,10,1.0,1:2,Nervous System
2024-04-08,physical_therapy,195,0,0.0,38,29,6,12178.0,11.0,12167.0,24,43,43,1.0,0,0.17,0.0,111,2,0.02,45,0.8,1:4,Joint Issues
2024-04-09,resp_therapy,61,0,0.0,19,19,42,3340.0,16.0,3324.0,24,5,19,0.26,4,0.15,0.0,111,2,0.02,50,0.7,1:1,Pre/Post Surgery
2024-01-01,nutrition_diet,21,0,0.0,149,11,13,10650.0,11.0,10639.0,4,11,11,1.0,4,0.06,0.0,131,1,0.01,37,0.8,1:3,Cancer
2024-01-02,pharmacy,48,0,0.0,55,15,7,14356.0,18.0,14338.0,24,20,20,1.0,0,0.0,0.0,114,3,0.03,57,0.9,1:4,Rehabilitation
2024-01-03,laboratory,139,0,0.0,39,33,20,11763.0,10.0,11753.0,3,58,59,0.98,2,0.02,0.0,42,2,0.05,48,0.6,1:3,Mental Health
2024-01-04,infection_control,140,0,0.0,103,25,29,7003.0,19.0,6984.0,16,40,40,1.0,3,0.18,0.0,46,2,0.04,14,0.7,1:3,Rehabilitation
2024-01-05,medical_records,122,19,0.16,41,21,28,19900.0,5.0,19895.0,6,25,65,0.38,2,0.17,0.3,89,1,0.01,22,0.7,1:2,Elective Procedure
2024-01-06,admin,110,0,0.0,56,17,51,16152.0,10.0,16142.0,6,18,18,1.0,0,0.06,0.0,128,0,0.0,20,0.6,1:3,Pre/Post Surgery
2024-01-07,security,122,0,0.0,97,23,33,12080.0,17.0,12063.0,11,30,30,1.0,2,0.06,0.0,96,0,0.0,55,0.9,1:2,Nervous System
2024-01-08,emergency,193,8,0.04,72,17,48,1367.0,5.0,1362.0,5,12,37,0.32,1,0.16,0.2,69,2,0.03,31,0.7,1:4,Chronic Illness
2024-01-09,internal_med,90,0,0.0,140,14,59,4471.0,17.0,4454.0,7,66,71,0.93,2,0.19,0.0,143,3,0.02,58,0.7,1:3,Cancer
2024-01-10,surgery,196,0,0.0,32,16,44,4257.0,2.0,4255.0,3,16,16,1.0,4,0.16,0.0,38,1,0.03,32,0.8,1:4,Accident
2024-01-11,pediatric,122,0,0.0,83,20,30,18608.0,7.0,18601.0,24,21,25,0.84,4,0.12,0.0,20,0,0.0,21,0.6,1:1,Pre/Post Surgery
2024-01-12,obgyn,11,0,0.0,59,13,42,18880.0,11.0,18869.0,21,13,13,1.0,1,0.05,0.0,59,0,0.0,30,0.6,1:4,Imaging
2024-01-13,cardio,139,0,0.0,133,13,39,6366.0,17.0,6349.0,3,13,13,1.0,2,0.11,0.0,41,4,0.1,28,0.8,1:3,Joint Issues
2024-01-14,orthopedic,63,0,0.0,22,39,27,8200.0,5.0,8195.0,12,21,49,0.43,3,0.05,0.0,131,2,0.02,14,0.7,1:1,Mental Health
2024-01-15,neurology,96,0,0.0,135,13,8,11061.0,14.0,11047.0,24,26,26,1.0,2,0.16,0.0,59,3,0.05,33,0.6,1:2,Imaging
2024-01-16,oncology,138,0,0.0,38,18,46,8767.0,17.0,8750.0,14,49,61,0.8,4,0.08,0.0,57,1,0.02,39,0.5,1:1,Mental Health
2024-01-17,radiology,156,28,0.18,130,23,18,10406.0,7.0,10399.0,12,10,61,0.16,4,0.17,0.5,67,0,0.0,17,0.8,1:3,Accident
2024-01-18,pathology,135,0,0.0,99,33,57,14698.0,12.0,14686.0,4,39,45,0.87,0,0.08,0.0,94,4,0.04,11,0.9,1:3,Rehabilitation
2024-01-19,anesthesiology,139,0,0.0,142,39,51,9039.0,4.0,9035.0,18,18,47,0.38,4,0.16,0.0,126,2,0.02,58,0.9,1:4,Cardiac Issues
2024-01-20,icu,62,0,0.0,87,18,43,2518.0,11.0,2507.0,10,59,59,1.0,0,0.07,0.0,27,2,0.07,43,0.6,1:2,Accident
2024-01-21,psychiatry,181,44,0.24,118,9,11,18389.0,2.0,18387.0,16,19,72,0.26,4,0.09,0.6,105,1,0.01,32,0.8,1:3,Critical Care
2024-01-22,physical_therapy,169,0,0.0,23,33,12,15788.0,12.0,15776.0,17,58,72,0.81,4,0.12,0.0,87,0,0.0,12,0.9,1:3,Child Health
2024-01-23,resp_therapy,169,8,0.05,145,32,46,18322.0,13.0,18309.0,18,31,71,0.44,3,0.01,0.1,94,1,0.01,33,0.7,1:2,Joint Issues
2024-01-24,nutrition_diet,77,0,0.0,57,16,55,7598.0,15.0,7583.0,13,16,16,1.0,0,0.19,0.0,109,1,0.01,27,1.0,1:2,Chronic Illness
2024-01-25,pharmacy,192,0,0.0,33,19,23,4936.0,9.0,4927.0,14,35,36,0.97,0,0.11,0.0,149,4,0.03,56,1.0,1:4,Elective Procedure
2024-01-26,laboratory,193,0,0.0,88,23,6,18381.0,12.0,18369.0,4,23,23,1.0,4,0.1,0.0,99,2,0.02,46,0.6,1:1,Child Health
2024-01-27,infection_control,132,0,0.0,60,6,51,16802.0,5.0,16797.0,6,14,14,1.0,0,0.17,0.0,114,3,0.03,58,0.6,1:2,Breathing Disorders
2024-01-28,medical_records,154,19,0.12,12,35,5,5239.0,8.0,5231.0,5,10,64,0.16,4,0.17,0.3,89,2,0.02,40,0.6,1:3,Cardiac Issues
2024-01-29,admin,47,0,0.0,137,11,46,6313.0,11.0,6302.0,11,11,11,1.0,4,0.1,0.0,109,2,0.02,23,0.6,1:2,Critical Care
2024-01-30,security,33,0,0.0,128,34,42,6296.0,5.0,6291.0,20,53,71,0.75,2,0.19,0.0,78,4,0.05,10,1.0,1:3,Pre/Post Surgery
2024-01-31,emergency,78,0,0.0,67,20,58,1911.0,3.0,1908.0,21,27,30,0.9,0,0.01,0.0,47,3,0.06,23,1.0,1:4,Cancer
2024-02-01,internal_med,125,0,0.0,134,25,17,16142.0,19.0,16123.0,9,30,30,1.0,1,0.02,0.0,91,0,0.0,50,0.5,1:1,Child Health
2024-02-02,surgery,107,0,0.0,122,4,46,13892.0,15.0,13877.0,6,19,19,1.0,0,0.12,0.0,33,3,0.09,14,0.8,1:4,Rehabilitation
2024-02-03,pediatric,148,6,0.04,64,10,48,15256.0,17.0,15239.0,8,51,67,0.76,0,0.07,0.1,43,0,0.0,40,0.8,1:2,Cardiac Issues
2024-02-04,obgyn,153,29,0.19,128,10,28,3598.0,12.0,3586.0,21,9,48,0.19,3,0.09,0.6,131,3,0.02,40,0.7,1:3,Pre/Post Surgery
2024-02-05,cardio,106,0,0.0,129,14,36,10346.0,11.0,10335.0,3,14,14,1.0,1,0.07,0.0,63,1,0.02,39,0.8,1:2,Joint Issues
2024-02-06,orthopedic,133,43,0.32,89,21,34,16658.0,18.0,16640.0,18,10,74,0.14,1,0.08,0.6,75,3,0.04,45,1.0,1:2,Child Health
2024-02-07,neurology,196,0,0.0,51,11,10,18730.0,15.0,18715.0,13,22,22,1.0,3,0.16,0.0,139,4,0.03,10,0.6,1:2,Cardiac Issues
2024-02-08,oncology,79,0,0.0,30,27,42,11539.0,5.0,11534.0,24,62,62,1.0,3,0.12,0.0,51,0,0.0,12,0.6,1:2,Elective Procedure
2024-02-09,radiology,102,16,0.16,19,16,37,2809.0,3.0,2806.0,6,22,54,0.41,0,0.2,0.3,44,2,0.05,29,0.5,1:1,Prenatal
2024-02-10,pathology,12,7,0.58,66,26,48,11300.0,8.0,11292.0,20,8,41,0.2,2,0.16,0.2,135,4,0.03,52,0.7,1:3,Pre/Post Surgery
2024-02-11,anesthesiology,157,0,0.0,65,30,59,18199.0,10.0,18189.0,7,21,45,0.47,3,0.05,0.0,85,0,0.0,57,0.7,1:2,Pre/Post Surgery
2024-02-12,icu,196,35,0.18,47,16,27,11984.0,17.0,11967.0,24,18,69,0.26,1,0.05,0.5,61,0,0.0,52,0.7,1:3,Lab Tests
2024-02-13,psychiatry,173,0,0.0,95,7,14,17472.0,17.0,17455.0,8,17,20,0.85,1,0.07,0.0,95,2,0.02,30,0.8,1:1,Imaging
2024-02-14,physical_therapy,156,45,0.29,122,16,50,1046.0,19.0,1027.0,4,11,72,0.15,0,0.17,0.6,57,1,0.02,39,0.9,1:3,Child Health
2024-02-15,resp_therapy,99,0,0.0,121,30,19,9672.0,12.0,9660.0,14,30,30,1.0,2,0.01,0.0,80,4,0.05,51,0.7,1:3,Joint Issues
2024-02-16,nutrition_diet,156,26,0.17,63,16,27,8063.0,8.0,8055.0,24,19,61,0.31,4,0.05,0.4,108,2,0.02,53,0.7,1:1,Cardiac Issues
2024-02-17,pharmacy,157,29,0.18,55,12,40,10626.0,10.0,10616.0,11,23,64,0.36,3,0.18,0.5,37,2,0.05,39,0.9,1:2,Breathing Disorders
2024-02-18,laboratory,105,0,0.0,13,35,5,11445.0,5.0,11440.0,22,35,35,1.0,3,0.13,0.0,89,1,0.01,14,0.9,1:3,Joint Issues
2024-02-19,infection_control,61,17,0.28,71,21,12,4846.0,14.0,4832.0,14,39,77,0.51,0,0.05,0.2,101,4,0.04,19,0.6,1:4,Cardiac Issues
2024-02-20,medical_records,170,0,0.0,133,36,7,16975.0,5.0,16970.0,15,39,43,0.91,2,0.04,0.0,135,2,0.01,33,0.7,1:3,Breathing Disorders
2024-02-21,admin,177,21,0.12,137,17,18,14110.0,3.0,14107.0,24,23,61,0.38,1,0.17,0.3,99,1,0.01,54,0.9,1:2,Pre/Post Surgery
2024-02-22,security,137,5,0.04,121,32,21,14787.0,10.0,14777.0,19,24,61,0.39,1,0.18,0.1,34,4,0.12,48,0.5,1:4,Chronic Illness
2024-02-23,emergency,48,0,0.0,94,6,38,16967.0,13.0,16954.0,7,38,38,1.0,4,0.05,0.0,32,3,0.09,57,0.7,1:2,Mental Health
2024-02-24,internal_med,91,0,0.0,13,24,51,17946.0,3.0,17943.0,22,36,47,0.77,1,0.08,0.0,138,0,0.0,15,0.7,1:3,Joint Issues
2024-02-25,surgery,113,0,0.0,74,27,10,8964.0,7.0,8957.0,15,51,51,1.0,3,0.17,0.0,62,1,0.02,19,0.6,1:1,Breathing Disorders
2024-02-26,pediatric,138,0,0.0,71,20,9,13672.0,6.0,13666.0,15,30,30,1.0,4,0.15,0.0,76,0,0.0,51,0.6,1:2,Nervous System
2024-02-27,obgyn,20,0,0.0,99,25,50,11116.0,6.0,11110.0,12,28,51,0.55,2,0.16,0.0,36,3,0.08,52,0.7,1:2,Joint Issues
2024-02-28,cardio,194,0,0.0,129,2,55,8350.0,6.0,8344.0,17,22,22,1.0,4,0.1,0.0,51,2,0.04,19,0.9,1:1,Child Health
2024-02-29,orthopedic,187,43,0.23,139,9,45,17467.0,5.0,17462.0,17,21,73,0.29,2,0.18,0.6,74,2,0.03,34,0.9,1:3,Child Health
2024-03-01,neurology,160,0,0.0,146,26,44,14706.0,10.0,14696.0,20,26,26,1.0,1,0.07,0.0,32,4,0.12,23,1.0,1:2,Pre/Post Surgery
2024-03-02,oncology,168,0,0.0,54,18,33,2042.0,11.0,2031.0,20,18,18,1.0,0,0.03,0.0,66,1,0.02,56,0.5,1:3,Prenatal
2024-03-03,radiology,51,11,0.22,121,3,39,19473.0,17.0,19456.0,4,36,50,0.72,4,0.14,0.2,106,1,0.01,48,0.6,1:3,Mental Health
2024-03-04,pathology,108,0,0.0,51,10,22,16101.0,11.0,16090.0,13,10,10,1.0,4,0.11,0.0,81,4,0.05,22,0.9,1:3,Cancer
2024-03-05,anesthesiology,16,0,0.0,50,6,44,16827.0,11.0,16816.0,15,11,11,1.0,3,0.17,0.0,48,0,0.0,20,0.8,1:1,Prenatal
2024-03-06,icu,153,0,0.0,98,39,52,18879.0,11.0,18868.0,13,62,69,0.9,3,0.02,0.0,41,2,0.05,48,0.7,1:3,Chronic Illness
2024-03-07,psychiatry,99,6,0.06,51,33,34,11444.0,7.0,11437.0,6,18,57,0.32,2,0.17,0.1,84,2,0.02,20,0.6,1:3,Prenatal
2024-03-08,physical_therapy,121,0,0.0,44,1,19,16471.0,18.0,16453.0,17,38,38,1.0,0,0.06,0.0,48,1,0.02,55,0.6,1:4,Rehabilitation
2024-03-09,resp_therapy,69,0,0.0,76,19,57,15264.0,6.0,15258.0,24,19,19,1.0,3,0.13,0.0,67,1,0.01,58,0.7,1:4,Critical Care
2024-03-10,nutrition_diet,122,0,0.0,50,6,19,2557.0,7.0,2550.0,13,63,67,0.94,3,0.01,0.0,24,4,0.17,25,0.6,1:4,Elective Procedure
2024-03-11,pharmacy,11,11,1.0,108,34,20,13993.0,16.0,13977.0,20,20,69,0.29,1,0.12,0.2,120,3,0.02,42,1.0,1:2,Imaging
2024-03-12,laboratory,138,0,0.0,59,15,37,5701.0,19.0,5682.0,18,30,30,1.0,1,0.14,0.0,90,0,0.0,50,0.6,1:2,Nervous System
2024-03-13,infection_control,57,3,0.05,113,26,14,15444.0,5.0,15439.0,12,8,37,0.22,3,0.07,0.1,85,3,0.04,50,1.0,1:4,Imaging
2024-03-14,medical_records,149,0,0.0,95,14,23,19222.0,9.0,19213.0,14,43,43,1.0,2,0.04,0.0,91,3,0.03,41,0.9,1:1,Imaging
2024-03-15,admin,46,0,0.0,88,7,41,4768.0,17.0,4751.0,15,17,17,1.0,0,0.11,0.0,44,1,0.02,19,0.7,1:1,Critical Care
2024-03-16,security,169,2,0.01,54,31,54,13918.0,4.0,13914.0,11,35,68,0.51,3,0.17,0.0,79,1,0.01,24,0.9,1:4,Chronic Illness
2024-03-17,emergency,18,18,1.0,115,24,7,11234.0,11.0,11223.0,23,7,58,0.12,2,0.06,0.3,59,1,0.02,25,0.8,1:2,Mental Health
2024-03-18,internal_med,108,0,0.0,131,26,40,16401.0,3.0,16398.0,15,12,26,0.46,2,0.05,0.0,26,3,0.12,52,0.6,1:2,Lab Tests
2024-03-19,surgery,156,12,0.08,86,29,8,7606.0,5.0,7601.0,8,28,69,0.41,3,0.06,0.2,65,0,0.0,36,0.7,1:1,Child Health
2024-03-20,pediatric,57,3,0.05,65,32,15,4863.0,7.0,4856.0,8,19,54,0.35,2,0.19,0.1,105,1,0.01,58,0.8,1:3,Prenatal
2024-03-21,obgyn,140,14,0.1,121,17,45,13673.0,12.0,13661.0,13,47,78,0.6,4,0.07,0.2,40,2,0.05,54,0.8,1:1,Pre/Post Surgery
2024-03-22,cardio,157,0,0.0,102,14,37,16606.0,15.0,16591.0,21,35,41,0.85,2,0.0,0.0,20,0,0.0,41,0.8,1:3,Child Health
2024-03-23,orthopedic,161,0,0.0,50,36,32,7199.0,17.0,7182.0,13,49,53,0.92,3,0.16,0.0,142,2,0.01,15,0.7,1:2,Breathing Disorders
2024-03-24,neurology,63,38,0.6,15,24,36,8973.0,3.0,8970.0,12,12,74,0.16,2,0.14,0.5,144,0,0.0,56,0.7,1:2,Critical Care
2024-03-25,oncology,129,0,0.0,107,17,20,16172.0,18.0,16154.0,17,17,17,1.0,3,0.03,0.0,52,1,0.02,57,0.7,1:4,Mental Health
2024-03-26,radiology,170,0,0.0,82,25,13,3104.0,10.0,3094.0,15,34,52,0.65,1,0.2,0.0,23,4,0.17,45,0.7,1:2,Breathing Disorders
2024-03-27,pathology,161,0,0.0,50,10,15,13113.0,18.0,13095.0,10,10,10,1.0,3,0.12,0.0,22,1,0.05,17,0.8,1:3,Prenatal
2024-03-28,anesthesiology,125,0,0.0,18,18,10,14688.0,16.0,14672.0,7,43,60,0.72,2,0.1,0.0,110,3,0.03,34,0.9,1:1,Imaging
2024-03-29,icu,84,0,0.0,17,18,53,18940.0,8.0,18932.0,4,33,33,1.0,3,0.08,0.0,71,3,0.04,16,0.8,1:4,Breathing Disorders
2024-03-30,psychiatry,122,0,0.0,113,33,31,15232.0,4.0,15228.0,18,33,33,1.0,0,0.18,0.0,47,0,0.0,26,0.9,1:3,Lab Tests
2024-03-31,physical_therapy,173,0,0.0,22,26,16,9561.0,2.0,9559.0,15,26,26,1.0,3,0.05,0.0,89,3,0.03,57,0.8,1:1,Critical Care
2024-04-01,resp_therapy,175,0,0.0,28,9,26,1069.0,5.0,1064.0,21,14,14,1.0,3,0.06,0.0,76,1,0.01,39,0.8,1:1,Child Health
2024-04-02,nutrition_diet,113,0,0.0,107,29,44,4318.0,19.0,4299.0,11,10,29,0.34,0,0.02,0.0,127,2,0.02,11,0.8,1:1,Critical Care
2024-04-03,pharmacy,93,0,0.0,105,8,52,5858.0,9.0,5849.0,17,30,30,1.0,0,0.15,0.0,43,1,0.02,26,0.5,1:2,Elective Procedure
2024-04-04,laboratory,121,39,0.32,58,20,41,6646.0,7.0,6639.0,8,8,67,0.12,0,0.12,0.6,96,0,0.0,13,1.0,1:1,Accident
2024-04-05,infection_control,108,0,0.0,109,22,25,19421.0,2.0,19419.0,10,27,40,0.68,4,0.12,0.0,95,3,0.03,35,0.5,1:2,Mental Health
2024-04-06,medical_records,162,0,0.0,91,19,37,12064.0,9.0,12055.0,16,10,20,0.5,3,0.04,0.0,88,2,0.02,23,0.7,1:1,Child Health
2024-04-07,admin,102,0,0.0,75,30,21,19614.0,2.0,19612.0,7,36,61,0.59,0,0.13,0.0,120,4,0.03,17,0.6,1:1,Cancer
2024-04-08,security,155,0,0.0,100,24,33,17992.0,12.0,17980.0,19,22,24,0.92,0,0.15,0.0,111,2,0.02,14,0.5,1:2,Accident
2024-04-09,emergency,137,0,0.0,68,16,57,11882.0,16.0,11866.0,24,16,16,1.0,1,0.07,0.0,111,2,0.02,14,0.9,1:2,Breathing Disorders
2024-01-01,internal_med,119,0,0.0,62,11,44,4901.0,12.0,4889.0,9,37,37,1.0,4,0.16,0.0,131,1,0.01,14,0.7,1:3,Joint Issues
2024-01-02,surgery,91,19,0.21,61,31,14,16469.0,11.0,16458.0,11,10,60,0.17,3,0.07,0.3,114,3,0.03,36,0.9,1:1,Elective Procedure
2024-01-03,pediatric,63,0,0.0,90,39,22,18792.0,13.0,18779.0,18,67,67,1.0,2,0.15,0.0,42,2,0.05,14,0.6,1:2,Breathing Disorders
2024-01-04,obgyn,172,0,0.0,24,14,51,1454.0,2.0,1452.0,20,14,14,1.0,4,0.01,0.0,46,2,0.04,12,0.6,1:3,Nervous System
2024-01-05,cardio,198,0,0.0,130,14,56,12003.0,8.0,11995.0,15,14,14,1.0,4,0.11,0.0,89,1,0.01,47,0.6,1:3,Cardiac Issues
2024-01-06,orthopedic,178,0,0.0,14,17,17,3649.0,18.0,3631.0,20,17,17,1.0,1,0.19,0.0,128,0,0.0,39,0.8,1:2,Critical Care
2024-01-07,neurology,170,46,0.27,144,19,31,3197.0,11.0,3186.0,12,8,73,0.11,3,0.2,0.6,96,0,0.0,10,0.9,1:1,Accident
2024-01-08,oncology,77,0,0.0,27,12,14,6974.0,7.0,6967.0,3,19,19,1.0,3,0.06,0.0,69,2,0.03,17,0.7,1:3,Rehabilitation
2024-01-09,radiology,42,0,0.0,65,15,36,5366.0,18.0,5348.0,23,45,47,0.96,0,0.09,0.0,143,3,0.02,22,0.7,1:1,Imaging
2024-01-10,pathology,151,0,0.0,84,17,45,2478.0,19.0,2459.0,20,9,17,0.53,0,0.01,0.0,38,1,0.03,29,1.0,1:1,Prenatal
2024-01-11,anesthesiology,30,0,0.0,105,34,49,2948.0,6.0,2942.0,21,34,34,1.0,4,0.17,0.0,20,0,0.0,15,0.6,1:3,Mental Health
2024-01-12,icu,57,0,0.0,123,37,7,15915.0,19.0,15896.0,4,39,75,0.52,1,0.11,0.0,59,0,0.0,59,0.7,1:2,Pre/Post Surgery
2024-01-13,psychiatry,157,18,0.11,110,15,26,15425.0,18.0,15407.0,6,26,59,0.44,3,0.08,0.3,41,4,0.1,59,0.7,1:1,Critical Care
2024-01-14,physical_therapy,137,0,0.0,37,29,31,16639.0,17.0,16622.0,13,69,76,0.91,1,0.02,0.0,131,2,0.02,57,0.5,1:4,Nervous System
2024-01-15,resp_therapy,145,6,0.04,59,26,59,15566.0,9.0,15557.0,5,26,58,0.45,2,0.19,0.1,59,3,0.05,17,0.6,1:2,Lab Tests
2024-01-16,nutrition_diet,144,28,0.19,11,2,7,17459.0,14.0,17445.0,11,15,45,0.33,3,0.11,0.6,57,1,0.02,39,0.5,1:3,Rehabilitation
2024-01-17,pharmacy,154,50,0.32,77,20,37,18895.0,17.0,18878.0,12,7,77,0.09,0,0.06,0.6,67,0,0.0,58,0.9,1:4,Breathing Disorders
2024-01-18,laboratory,137,22,0.16,137,15,6,18576.0,12.0,18564.0,4,13,50,0.26,4,0.07,0.4,94,4,0.04,49,0.8,1:1,Elective Procedure
2024-01-19,infection_control,42,3,0.07,86,4,15,14100.0,7.0,14093.0,9,64,71,0.9,1,0.05,0.0,126,2,0.02,24,0.9,1:2,Pre/Post Surgery
2024-01-20,medical_records,185,0,0.0,33,19,50,3792.0,4.0,3788.0,17,18,19,0.95,0,0.12,0.0,27,2,0.07,19,0.8,1:4,Pre/Post Surgery
2024-01-21,admin,196,0,0.0,121,30,14,11402.0,2.0,11400.0,21,22,30,0.73,4,0.19,0.0,105,1,0.01,42,0.8,1:2,Child Health
2024-01-22,security,124,0,0.0,128,23,43,17508.0,19.0,17489.0,12,27,45,0.6,0,0.17,0.0,87,0,0.0,18,0.9,1:1,Joint Issues
2024-01-23,emergency,128,0,0.0,45,21,59,4931.0,6.0,4925.0,22,21,21,1.0,3,0.09,0.0,94,1,0.01,58,1.0,1:2,Rehabilitation
2024-01-24,internal_med,31,0,0.0,11,11,37,19306.0,14.0,19292.0,16,11,11,1.0,1,0.17,0.0,109,1,0.01,42,0.5,1:4,Lab Tests
